,Reference area,TIME_PERIOD,Airports: Per 1 000 000 inhabitants,Airports: Per 100 square kilometres,Available seat capacity for schedule flight: Per 1 000 000 US dollars,Available seat capacity for schedule flight: Per 1 000 inhabitants,CO2 emissions in transport sector: Kilogrammes of CO2-equivalent per 1 000 US dollars,CO2 emissions in transport sector: Percentage of CO2 emissions,CO2 emissions in transport sector: Percentage of CO2 emissions from transport,CO2 emissions in transport sector: Tonnes of CO2 per person,Density: Per 100 square kilometres,Employment in the transport sector: Percentage of employment,Expenditure for personal transport equipment operation: Percentage of household expenditure in transport,Expenditure for transport services: Percentage of household expenditure in transport,Fatalities: Per 1 000 000 000 vehicle-kilometres,Fatalities: Per 10 000 road motor vehicles,Fatalities: Per 100 000 inhabitants,First registrations: Per 1 000 000 US dollars,First registrations: Per 1 000 inhabitants,Freight transport: Percentage of freight transport,Freight transport: Tonne-kilometres per 1 000 US dollars,Fuel deliveries to the road sector: Tonnes per 1 000 000 US dollars,Fuel deliveries to the road sector: Tonnes per person,Fuel deliveries to the road sector: Tonnes per vehicle,Household expenditure for transport: Percentage of household expenditure,International traffic: Percentage of seat capacity,International traffic: Seat-kilometres per 1 000 US dollars,Investment (Inland): Percentage of GDP,Investment (Inland): US dollars per person,Investment (Rail): Percentage of GDP,Investment (Rail): Percentage of infrastructure investment,Investment (Rail): US dollars per person,Investment (Road): Percentage of GDP,Investment (Road): Percentage of infrastructure investment,Investment (Road): US dollars per person,Investment (Waterways): Percentage of GDP,Investment (Waterways): Percentage of infrastructure investment,Investment (Waterways): US dollars per person,Maintenance: Percentage of infrastructure maintenance,National traffic: Seat-kilometres per 1 000 US dollars,Passenger transport: Passenger-kilometres per 1 000 US dollars,Stock: Per 1 000 000 US dollars,Stock: Per 1 000 inhabitants,Traffic: Vehicle-kilometres per 1 000 US dollars,Transport infrastructure: Percentage of rail network,Transport infrastructure: Percentage of road network,Value added by the transport sector: Percentage of value added,Vehicle distance travelled: Kilometres,Vehicle purchases: Percentage of household expenditure in transport
1080,Slovenia,1995,,,,,179.9592198,27.32363707,99.999999996,1.931165422,79.62264151,,41.5310606,7.576184115,38.95576034,,20.85561282,2.889446444,31.00701955,100.0,447.681559594,57.55477601,0.617627667,,17.04314913,,,,,,,,1.761228542,,,0.0,0.0,0.0,22.17573222,,985.6136300940001,33.585483085999996,360.410116815,498.8912611,41.54870941,22.770475232,4.897629846,,50.89275529
1081,Slovenia,1996,,,,,202.551406,29.32430489,100.00000000300001,2.190362903,79.75173784,,44.45923037,8.213358968,33.62748013,,19.56122513,2.760227605,29.84871982,100.0,403.520183734,65.00889841,0.702997242,,16.75826221,,,,,,,,2.337970995,,,0.0,0.0,0.0,25.26315789,,1055.971111454,34.833237209,376.681812809,537.9239886,41.54870941,22.858488665000003,5.007066871,,47.32749186
1082,Slovenia,1997,,,,,219.8119142,29.86243075,100.0,2.298237725,80.02482622,,47.52099578,7.99238498,28.89906697,,17.97622908,3.099434388,32.40605532,100.0,447.868919256,68.435388,0.715524412,,16.45244316,,,,,,,,2.117582796,,,0.0,0.0,0.0,25.63451777,,1156.1007201559999,37.705731580999995,394.23129215800003,594.9370978,41.54870941,23.002145352,5.210454329,,44.48661924
1083,Slovenia,1998,,,,,171.3187136,25.21908038,99.999999997,1.914437566,103.77358491,,47.68333577,8.247431122,25.07568353,,15.59323163,3.051101124,34.095181286,100.0,426.72244044,58.09664313,0.649213349,,16.31785014,,,,,,,,1.713157729,,,0.0,0.0,0.0,26.12359551,,1061.294930737,36.935014251999995,412.73820684500004,556.4766528,41.63197336,23.859079143,5.181994221,,44.06916487
1084,Slovenia,1999,,,,,157.9819808,24.83774054,100.00000000399999,1.809310933,105.88381331000001,,47.94657463,7.881371679,25.59564476,,16.84278471,3.419693032,39.164517196000006,100.0,412.120013733,57.6810387,0.660600239,,16.34447964,,,,,,,,2.04335334,,,0.0,0.0,0.0,22.29580574,,1093.542471282,37.535825856,429.884344569,574.5689723,41.96502914,23.931623934,5.195102058,,44.17205369
1085,Slovenia,2000,,,,,173.8740768,25.10943203,99.999999995,1.773880865,106.1469712,,54.20797426,8.701390397,23.45190281,,15.73714444,2.731970677,27.871840312,100.0,472.710813821,63.37718571,0.646580439,,15.48455202,,,2.058014582,375.1196876,0.084866581,4.12371134,15.4688531,1.973148002,95.87628866,359.6508345,0.0,0.0,0.0,17.51662971,,1209.0271503630001,43.005412385,438.745553517,657.7460271,41.96502914,24.037270162000002,5.276240592,,37.09069452
1086,Slovenia,2001,,,,,176.5926315,24.78444123,100.000000001,1.85069777,107.095332712,,57.29634636,8.685724982,20.38567796,,13.95540295,2.527390642,26.487154004,100.0,456.58702953399995,62.60517718,0.656104736,,15.18317812,,,1.413865204,260.2083038,0.070929693,5.016722408,13.05392828,1.342935511,94.98327759,247.1543755,0.0,0.0,0.0,18.85714286,,1193.1717932620002,42.548672231,445.91176972899996,653.212216,41.00895037,24.798426748,5.220875413,,34.01787424
1087,Slovenia,2002,,,,,161.8089382,25.20185962,100.000026307,1.905576752,106.648460812,,56.26098866,8.561418216,19.05911276,,13.43674951,2.3082720489999997,27.183847821,100.0,427.882004287,57.04798217,0.671837475,,14.73917989,,,1.516012725,300.4405415,0.084930685,5.602240896,16.83140288,1.43108204,94.3977591,283.6091386,0.0,0.0,0.0,16.79012346,,1080.3236201270001,40.533570514,477.35205792799997,598.6425798,41.00895037,24.864197532000002,5.161989727,,35.17759312
1088,Slovenia,2003,,,,,130.1242583,25.77488171,99.999999995,1.932286533,106.181727912,,54.65374625,8.120816063,16.65978246,,12.12587054,2.134079032,31.690110849,100.0,355.704426075,45.55311397,0.676443192,,14.78692238,,,1.916974095,389.2311299,0.081988709,4.276985743,16.64735994,1.834985386,95.72301426,372.58377,0.0,0.0,0.0,13.76146789,,862.295423377,32.392650631,481.016248141,490.1515063,41.00895037,24.1863465,5.138711851,,37.22543769
1089,Slovenia,2004,0.500748118,4.965243297,0.028077573,483.8694009,117.4458541,26.54536143,100.00000000499999,2.023980327,106.261171812,,53.47331971,7.902908252,18.14569536,,13.72049842,1.965880189,33.878614646,100.0,314.838054333,41.26093574,0.711062327,,15.22715345,,21.28677524,2.008817878,408.9529215,0.213550009,10.63063063,43.47427454,1.795267869,89.36936937,365.4786469,0.0,0.0,0.0,13.43804538,,756.201518351,28.533593318,491.728141861,438.7606547,41.00895037,35.19730319,5.307385512,,38.62377204
1090,Slovenia,2005,0.999763056,9.930486594,0.025332405,458.4628443,119.0854751,27.94217978,99.999999997,2.155194719,106.375372369,,55.9795135,7.866555354,16.62478252,,12.89694342,1.8502478,33.485563925,100.0,309.759522604,41.43149716,0.749822292,,15.05475211,,,1.689934001,345.9374995,0.144262659,8.536585366,29.53124996,1.545671342,91.46341463,316.4062495,0.0,0.0,0.0,18.03278689,,727.778985207,28.100277671,508.55547233,428.6502696,40.96091205,35.546642901999995,5.291692115,,36.15397207
1091,Slovenia,2006,0.996577752,9.930486594,0.022690777,446.36867,115.2424685,28.82768567,100.00000000200001,2.267028026,106.573982169,,56.48444409,7.644984915,16.40473358,,13.05516855,1.75479314,34.519958463,100.0,286.389981435,40.52815546,0.797262202,,15.08379576,,,1.862070703,387.0666041,0.041308736,2.218430034,8.586801798,1.820761968,97.78156997,378.4798023,0.0,0.0,0.0,19.63534362,,682.211979251,26.416732995,519.6649705140001,404.5469817,40.96091205,35.585095867,5.534690384,,35.87057099
1092,Slovenia,2007,0.991020364,9.930486594,0.020527685,488.9263384,107.1679739,32.72626548,100.000000002,2.552514665,106.375372369,,55.98540747,7.263706965,17.17669129,,14.51844834,1.666658776,39.696311715,100.0,257.007179886,37.03131394,0.882008124,,15.48850527,,,2.075643757,447.1912317,0.176771858,8.516483516,38.08496754,1.898871899,91.48351648,409.1062642,0.0,0.0,0.0,17.26708075,,590.897971091,22.814243568000002,543.387367036,354.8764905,40.96091205,35.546642901999995,5.713957096,,36.75088556
1093,Slovenia,2008,0.989454395,9.927529038,0.01965636,542.4287939,108.5955028,36.12661251,100.0,2.996758053,107.371190329,5.722317036,55.91084647,7.695109344,12.26571903,,10.58716203,1.5015399550000001,41.435876429,100.0,220.725710066,38.72397233,1.068610747,,15.8728067,,14.22967611,2.083020331,454.783325,0.253126521,12.15189873,55.26480911,1.82989381,87.84810127,399.5185159,0.0,0.0,0.0,17.57719715,,517.379228085,20.423811825999998,563.6070757929999,312.7857154,40.96091205,35.950595500000006,5.721099574,,36.39407532
1094,Slovenia,2009,0.980551256,9.927529038,0.019111641,473.8180558,100.4203176,33.65682949,100.000000004,2.489633367,106.859922529,5.831059891,61.01732607,7.471094394,9.558412521,,8.38371324,1.3089379559999998,32.451343821,100.0,195.595810909,36.58460821,0.907009912,,15.01174654,,,1.318441491,281.4029089,0.198593697,15.06276151,42.38704904,1.119847793,84.93723849,239.0158598,0.0,0.0,0.0,27.10951526,,589.545207762,22.911140554,568.015692774,353.7830491,40.96091205,36.019704436000005,5.494570569,,31.51154721
1095,Slovenia,2010,1.464426875,14.89129356,0.018447282,434.1103094,108.1113514,33.80169061,99.99999999699999,2.544128307,108.448327229,5.351689871,65.69816867,7.046707221,7.741501178,,6.736363623,1.4007356530000001,32.962784518,100.0,236.92076492299998,37.54544898,0.883537548,,15.00821877,,14.61548497,0.967992742,195.231191,0.360247299,37.21590909,72.65706257,0.607745443,62.78409091,122.5741285,0.0,0.0,0.0,38.26815642,,614.687033819,24.146079799000002,568.217153002,369.7708141,40.96091205,36.226964111,5.648551173,,27.25515547
1096,Slovenia,2011,0.974258626,9.927529038,0.017211022,432.4787624,107.920868,36.16099409,99.99998204,2.711837194,106.467785203,5.629740412,67.66673047,7.069158452,10.63027744,,6.868523311,1.289104707,32.392637917,100.0,229.87045601799997,37.80252011,0.94990216,,14.98158983,,,0.588258009,115.3665161,0.286033711,48.62385321,56.09564547,0.302224298,51.37614679,59.27087068,0.0,0.0,0.0,52.13675214,,15.004163576,22.686184076,570.058694248,257.1346804,41.35649297,3.814229249,5.808399598,,25.26411108
1097,Slovenia,2012,0.486107297,4.963764519,0.016175925,366.2521954,119.8716302,37.70556003,100.0,2.714110091,106.214633203,5.605478266,72.57463058,7.024627356,10.06503561,,6.319394855,1.185972707,26.852567063,100.0,228.416239247,42.7242159,0.96735352,,15.47600478,,,0.479956678,93.00848587,0.198602763,41.37931034,38.48627001,0.281353915,58.62068966,54.52221585,0.0,0.0,0.0,54.05405405,,15.947868381,25.137511656,569.15872814,277.2994837,41.35649297,3.809004904,5.943981213,,20.40074207
1098,Slovenia,2013,0.485447969,4.965243297,0.016461717,386.9044585,109.2167142,37.35105542,99.999999998,2.566951285,106.171797446,5.395484904,73.48412155,7.196431253,9.834775767,0.992586569,6.068099612,1.3120959880000003,30.838567675,100.0,234.985680018,39.03695207,0.917496661,1.500790893,15.85401276,,13.91554851,0.669330584,131.6448264,0.384042138,57.37704918,75.53391676,0.285288446,42.62295082,56.11090959,0.0,0.0,0.0,54.18502203,,15.715099602,26.010920138,611.3421033970001,262.518339,41.35649297,36.105878858,5.961281755,10092.62024,19.3194472
1099,Slovenia,2014,0.484970756,4.965243297,0.016320034,395.7147984,106.0910499,41.78411848,100.000018857,2.572408074,106.171797446,4.598265423,73.59498195,6.95214807,8.359780169,0.853248388,5.237684168,1.329594469,32.238915989999995,100.0,246.91578965,36.80206127,0.892346192,1.453682438,15.99864287,,,1.057546134,215.6660218,0.717430794,67.83919598,146.3060952,0.340115339,32.16080402,69.35992661,0.0,0.0,0.0,46.8879668,,13.959121467000001,25.316437966000002,613.8522197079999,258.3944726,41.35649297,35.109546938,6.139138692,10206.58882,19.45286998
1100,Slovenia,2015,0.969212481,9.929007596,0.022337306,466.6302566,122.3854147,41.30529211,99.99999999799999,2.556651681,105.783646922,4.937598779,68.50161673,7.216808545,5.924463096,0.934559059,5.815274886,1.738257945,36.312514813,100.0,289.712750434,41.98802753,0.877137295,1.409626581,16.03578697,,,1.340964183,280.1296496,0.96775918,72.16890595,202.1665034,0.373205003,27.83109405,77.96314625,0.0,0.0,0.0,40.81632653,,16.471495124,29.7866315,622.247981707,469.8715457,41.35649297,34.947012285999996,6.428124407,15774.57812,24.28157472
1101,Slovenia,2016,0.484251652,4.964750273,0.021027248,455.8362493,126.1381814,41.64511691,99.999999998,2.734468839,105.78889882,5.284153005,66.91893147,6.861680157,6.503576967,0.994145249,6.295271476,1.8477787680000002,40.056812399,100.0,290.180254191,42.44224015,0.920078139,1.452981518,15.78792676,,,0.577105427,126.8865297,0.208687652,36.16109683,45.88356086,0.368417774,63.83890317,81.00296882,0.0,0.0,0.0,41.10671937,,15.21240592,29.210447366,633.234578251,446.5147044,41.35649297,34.947012285999996,6.564768084,15286.1303,26.21938838
1102,Slovenia,2017,,,,,118.7677894,42.08125458,100.0,2.792708823,114.50988183,4.989182285,63.98534086,6.449871504,4.974410485,0.765776844,5.032936699,2.190060301,51.497105098000006,100.0,306.21218034,39.103442,0.91947882,1.399015388,16.61931411,,,0.737014953,164.4044352,0.232496831,31.54574132,51.86259785,0.504518123,68.45425868,112.5418373,0.0,0.0,0.0,35.02994012,,13.399866149,27.950687562,657.2328139609999,430.2819273,50.45492142,34.584229560000004,6.667257229,15394.32353,29.56478764
1103,Slovenia,2018,,,,,106.0292825,42.16774881,100.00001741,2.769882164,114.372268533,5.570569039,65.44255915,6.200842401,4.214133556,0.651628606,4.387880962,1.812769977,47.356325833,100.0,273.442743774,35.43882981,0.925794665,1.374864751,16.97159709,,,1.052830053,243.1315855,0.333505172,31.67701863,77.01683765,0.719324881,68.32298137,166.1147479,0.0,0.0,0.0,25.84269663,,12.128473665,25.776229827999998,673.371445178,398.576089,50.45492142,34.494294491,6.595025652,15462.932,28.35662196
1104,Slovenia,2019,,,,,101.8324175,42.00100981,100.00000000200001,2.649280185,114.496424333,5.445154067,64.09718828,5.8985836,4.62123958,0.713445867,4.884156896,1.7391945500000001,45.292893793000005,100.0,279.41331965899997,34.75116239,0.905005543,1.321973223,17.10720052,,,1.057998337,249.2031973,0.428139405,40.46692607,100.8448736,0.629858932,59.53307393,148.3583237,0.0,0.0,0.0,28.5046729,,12.850017118,26.287342117,684.586893672,405.8347388,50.45492142,34.569257532,6.432216293,15438.40899,30.00424999
1105,Slovenia,2020,,,,,83.75544617,37.51388453,100.0,2.139553058,114.600715133,5.242574511,65.66278831,3.785805067,4.272363151,0.554650397,3.80514065,1.322798802,33.808674671,100.0,260.54000044,30.14820005,0.770540982,1.123167054,14.21020545,,,0.901266241,201.5294856,0.401743678,44.5754717,89.83271883,0.499522563,55.4245283,111.6967668,0.0,0.0,0.0,37.1657754,,7.389632108,26.84213355,686.043077024,348.4722506,50.45492142,34.600082313,5.930708672,12982.28585,30.55140662
1106,Slovenia,2021,,,,,82.89758984,41.75399251,99.99998046,2.428186515,114.700039733,4.796459266,62.48340871,3.391297666,5.672488431,0.775343532,5.407766976,1.20881977,35.455976745,100.0,239.38978719,29.5962242,0.868088909,1.244630406,17.14512819,,,1.291155238,288.9956872,0.721134111,55.85185185,161.409443,0.570021128,44.14814815,127.5862441,0.0,0.0,0.0,31.01851852,,8.765997885,23.779126756,697.467220184,325.0247637,50.45492142,34.627861289,6.048345809,13668.49031,34.12529362
1107,Slovenia,2022,,,,,,,,,114.839094203,4.705285841,66.10993273,4.294010128,3.959196982,0.567683198,4.024647891,1.098155188,31.23079414,100.0,249.56937277,36.46143604,1.036938692,1.462619063,17.47509899,,,1.458684267,310.8703649,0.718822776,49.27884615,153.1933289,0.739861491,50.72115385,157.677036,0.0,0.0,0.0,24.50805009,,13.90196306,24.928866961,708.9601919299998,357.4386166,50.08278146,34.554663265,6.364861802,14338.34186,29.59605715
1108,Slovenia,2023,,,,,,,,,114.839094203,4.760581175,,,3.67317685,0.533687737,3.866215734,1.060531338,34.110395546,100.0,224.84214301,29.31831308,0.942979447,1.301677407,,,,,,,,,,,,,,,,,14.51256498,22.523486178,724.43405907,327.2510106,50.08278146,34.554663265,5.955336021,14529.32321,
1109,Spain,1994,,,,,133.2641519,32.58989868,100.006211754,1.787769019,2.53203588,,,,,,14.19753892,2.107718905,28.275530260999997,100.000000001,424.692339313,34.13296207,0.457901478,,,,,,,,,,,,,,,,,,489.040275865,32.469618657,435.58734626999995,,55.34556381,,,,
1110,Spain,1995,,,,,117.0740924,31.53062742,100.006174679,1.811375703,2.458753804,,49.77773574,16.55159368,34.58790416,,14.4773758,1.7278013700000001,26.732621674999997,100.0,385.689635677,30.46622487,0.471374822,,10.97228132,,,1.092082295,214.8829222,0.166526266,15.24850895,32.76644161,0.925556028,84.75149105,182.1164806,0.0,0.0,0.0,,,435.736087754,28.878132709,446.80378758399996,270.5315138,55.81433225,,5.25261962,,33.67067058
1111,Spain,1996,,,,,119.6540183,35.27162361,100.014905082,1.927639616,2.459554701,,49.00392655,16.43088116,31.56809912,,13.74535057,1.8330610769999998,29.530819015,100.00000000099999,369.74870130200003,30.01939475,0.483615808,,11.35301329,,,0.986502536,201.9442845,0.166801921,16.90841276,34.14557318,0.819700615,83.09158724,167.7987113,0.0,0.0,0.0,,,425.89634529200003,28.542026691,459.815243258,270.2768402,58.889612508,,5.064667582,,34.56519229
1112,Spain,1997,,,,,130.2037919,32.57683006,100.01747935899999,1.918084926,2.463358962,,46.99484981,15.89762359,31.21466488,,13.9899283,2.276575518,33.537158397,100.00000000099999,434.603418152,33.76875754,0.49746128,,11.81578362,,,0.89799487,192.3970828,0.132109046,14.71155908,28.3046105,0.765885824,85.28844092,164.0924722,0.0,0.0,0.0,,,490.94814269,26.183888222,385.725490035,304.237407,59.554580182,,4.957368143,,37.1075266
1113,Spain,1998,,,,,136.0309537,34.74915884,100.007071975,2.094145565,135.477534862,,44.2832172,15.52809904,31.59809892,,14.80974721,2.5341787690000004,39.012732579,100.000000003,466.141877695,34.65617599,0.533518843,,12.11596372,,,1.030768373,237.0402457,0.16978631,16.47181993,39.04484243,0.860982063,83.52818007,197.9954033,0.0,0.0,0.0,,,548.866935473,26.190944755,403.19978048,304.4511147,59.554580182,20.539163003000002,4.959635686,,40.18868376
1114,Spain,1999,,,,,139.3933589,33.53989551,100.007702658,2.191352884,135.58004964999998,,42.56214313,14.98733525,28.43310688,,14.207586,2.9007733140000003,45.60201798000001,100.00000000200001,484.268898192,38.82769763,0.610396323,,12.5949978,,,0.960009938,234.0429435,0.233497783,24.32243399,56.92494044,0.726512154,75.67756601,177.1180031,0.0,0.0,0.0,,,568.614336991,32.716187787,514.319466394,317.8525546,59.550288177,20.617699170999998,4.899018754,,42.45052162
1115,Spain,2000,,,,,151.1787855,32.47125993,100.013618199,2.229839831,135.655310668,,46.31570429,15.0973172,27.701575,,14.23787065,3.000397625,44.254930451999996,100.000000003,564.1714089449999,42.387288,0.625199296,,12.27243383,,,1.023692176,256.370638,0.284015923,27.74427021,71.12816252,0.739676253,72.25572979,185.2424754,0.0,0.0,0.0,,,585.675420836,35.970930869,530.560026539,348.4638507,59.455727052,20.647748303,4.752503844,,38.58697851
1116,Spain,2001,,,,,150.7223605,33.82268824,100.022836792,2.316452133,135.834470055,,46.65786818,14.79504697,25.34430959,,13.50537175,2.881064582,44.279088296999994,99.999999996,578.3903702230001,42.39522914,0.651572376,,11.91576357,,,1.143235382,302.3941653,0.350360132,30.64636885,92.67283128,0.79287525,69.35363115,209.721334,0.0,0.0,0.0,,,569.245537248,34.490388039,530.082854505,346.7212034,59.455727052,20.719047245,4.857646344,,38.54708485
1117,Spain,2002,,,,,136.0117021,32.43325342,100.026763703,2.326709558,135.758456217,,49.18694477,15.600618,23.43407605,,12.90562136,2.402969963,41.106853866,99.999999996,578.47415298,38.75519058,0.662972896,,11.36685436,,,1.404305505,389.2296652,0.487224369,34.69504085,135.0433913,0.917081136,65.30495915,254.1862738,0.0,0.0,0.0,,,541.550287126,31.771082815,543.497953884,321.9327707,59.578793302,20.733744145000003,4.749438441,,35.21243723
1118,Spain,2003,,,,,111.7184871,33.50220164,100.02534828099999,2.403158081,136.21982728700002,,49.64372722,15.1008371,22.84275772,,12.79758564,2.008059694,43.195039683,99.999999997,468.882367733,31.74685563,0.682901357,,11.33697991,,,1.38507677,397.8757791,0.47253654,34.1162707,135.7403779,0.91254023,65.8837293,262.1354013,0.0,0.0,0.0,,,432.297745079,24.877920382,535.1448273550001,260.4487353,54.820323904,20.803562309,4.680560629,,35.25543568
1119,Spain,2004,0.698943977,6.009856164,0.038669926,963.1514638,98.90529038,33.11778548,100.020820868,2.463434152,136.031291353,,49.10430464,14.39735099,19.61400823,,11.04564465,1.891439269,47.110058859999995,99.99999999799999,452.05108107,27.96955649,0.696637462,,11.68538456,72.50843878,84.3912881,1.351117068,395.1623283,0.508239696,37.61625904,148.6452851,0.842877372,62.38374096,246.5170433,0.0,0.0,0.0,,31.99694135,377.980049446,21.938022328,546.4101013769999,226.1015132,66.456337154,20.85352234,4.609136559,,36.49834437
1120,Spain,2005,0.733051254,6.411669238,0.043677264,1154.353288,94.92119536,32.81656474,100.02176197899999,2.5086866,136.155202517,,51.25731693,13.966372,18.12521167,,10.17566772,1.814573796,47.957656207999996,99.999999996,441.354457629,26.43111251,0.698552029,,12.08339724,,,1.546761387,458.2967816,0.621551355,40.18404908,184.1622037,0.925210032,59.81595092,274.134578,0.0,0.0,0.0,,,357.667588743,21.171801301,559.552866255,212.4205429,66.461562432,20.940815778,4.270549355,,34.77631107
1121,Spain,2006,0.720764243,6.413082689,0.043595666,1237.640363,89.75776479,34.80553008,100.01120121,2.548140238,136.35797021300002,,52.96728588,13.83089484,16.55659864,,9.243801411,1.65274944,46.920017853999994,99.999999998,417.536345273,24.98257392,0.709232015,,12.24107862,,,1.469083693,439.5699724,0.631186972,42.96467078,188.8597915,0.837896721,57.03532922,250.7101809,0.0,0.0,0.0,,,327.248965654,20.392351257,578.919866714,196.6655703,68.880688805,21.015117078,4.203005359,,33.20181928
1122,Spain,2007,0.729655819,6.611768949,0.042367707,1380.821545,78.76791981,34.36424891,100.008958336,2.567152867,136.32886539400002,,54.23204732,13.85920119,14.89519208,,8.452952113,1.39590724,45.494526777,99.999999998,379.400672812,21.94838917,0.715328032,,12.25901838,,,1.526862345,463.8127529,0.775890042,50.81597857,235.6909891,0.750972303,49.18402143,228.1217638,0.0,0.0,0.0,,,287.905488246,18.164678058,592.01171039,174.1244302,69.860861757,21.166366595,4.157891322,,31.90875149
1123,Spain,2008,0.718107757,6.615878107,0.039202724,1392.116387,67.34829686,35.4659005,100.01097874999999,2.391586663,2.67702486,4.733959789,57.9405092,14.00554575,12.3139012,,6.745860751,0.873963831,31.035072253,99.999999997,322.863210041,19.0579756,0.676762159,,12.13844003,76.55119652,69.83830789,1.577499164,456.6086141,0.809433811,51.31120379,234.2913765,0.768065353,48.68879621,222.3172376,0.0,0.0,0.0,,21.39254291,261.97008301,16.749302239000002,594.779539404,154.2703293,69.909383659,,4.107659777,,28.05394505
1124,Spain,2009,0.77648215,7.219347852,0.039758352,1279.00589,67.92058467,36.60653589,100.01196030999999,2.184971442,2.677976978,4.83465354,59.70047081,15.30197404,10.88338259,,5.853812655,0.748489259,24.078517357,99.999999997,306.243426584,19.83275179,0.6380095,,11.48013722,,,1.701450357,487.0258352,0.820332117,48.21369682,234.8131596,0.88111824,51.78630318,252.2126756,0.0,0.0,0.0,,,288.72831771700004,18.2446519,586.9211373750001,167.1978751,69.889171781,,4.144925201,,24.99755515
1125,Spain,2010,0.815855122,7.599848003,0.044999858,1373.957265,69.20656038,37.43020506,100.014466691,2.113047956,2.770544589,4.944876827,62.10636716,15.07753173,10.27657166,,5.320234193,0.937453294,28.622774077000003,99.999999995,319.864459689,20.36272654,0.621724543,,11.80070218,79.71927797,100.6955256,1.439346552,396.8041578,0.714918958,49.66968912,197.0913916,0.724427594,50.33031088,199.7127662,0.0,0.0,0.0,,25.61711567,291.84829479800004,19.272144945,588.426382249,169.5588305,74.10669169,,4.402903342,,22.81610111
1126,Spain,2011,0.834354937,7.801872449,0.047423979,1502.291877,62.10505583,34.57815901,100.01438457600001,1.967357767,2.789669521,4.882029495,65.08684565,15.72967705,8.777985154,,4.407105563,0.752863007,23.849115942,99.99999999699999,304.84105973000004,18.72344661,0.593119391,,11.68710398,,,1.270865785,323.7114396,0.710026575,55.86951698,180.8560177,0.560839209,44.13048302,142.8554219,0.0,0.0,0.0,,,278.657303715,18.614730545,589.6754952150001,158.4901531,75.27429186,,4.517983304,,19.1834773
1127,Spain,2012,0.726914246,6.797145199,0.051096045,1447.190781,62.37063516,31.59357669,97.494276134,1.766520169,2.794026509,4.833363865,66.2770879,16.61526391,8.484740397,,4.068581794,0.712108946,20.169026803,99.999999998,329.21044749400005,19.63463406,0.556110778,,11.67157416,,,1.034425237,245.9514883,0.518861337,50.15938496,123.3677538,0.5155639,49.84061504,122.5837345,0.0,0.0,0.0,,,300.509383403,20.771896130000002,588.321395793,169.3035216,75.80852891,,4.53413666,,17.10764819
1128,Spain,2013,0.686400024,6.397313128,0.050592474,1471.086804,60.21089197,34.56262368,99.090170226,1.750763068,3.061114332,4.852434415,65.32639546,16.10690634,7.623300072,,3.603600125,0.7112809080000001,20.682047815,100.0,311.497716008,18.54630823,0.539274469,,11.56942848,85.78427193,113.8826277,0.720698125,169.1457285,0.265510049,36.84067428,62.31442688,0.455188076,63.15932572,106.8313016,0.0,0.0,0.0,,18.87204298,290.80624345800004,20.113587461999998,584.846539681,162.5702943,73.10606061,,4.495217253,,18.5666982
1129,Spain,2014,0.709969316,6.597229164,0.053433991,1577.032574,59.84319868,35.22100638,99.315821962,1.766191291,3.035125247,4.9170252,63.34158581,15.94379391,7.580078046,0.525070433,3.631600622,0.846169497,24.973557948,99.999999996,314.201829868,18.60884322,0.549215051,0.794075712,11.81116675,,,0.716632062,172.990174,0.294593883,41.10810811,71.11298774,0.422038179,58.89189189,101.8771862,0.0,0.0,0.0,,,272.118663746,23.434595631999997,691.640662063,162.3309577,73.31708602,,4.685718753,6926.979251,20.71462027
1130,Spain,2015,0.667458545,6.204206452,0.064220679,1653.96333,71.17811378,34.32585337,99.77396341,1.83314684,3.078887486,4.872645958,59.8936511,16.13556282,7.316756195,0.518644582,3.636572525,1.197576373,30.842828759,100.00000000200001,385.955423213,22.07568758,0.568545495,0.810854282,12.00583332,,,0.656622997,169.1090572,0.261573224,39.83613505,67.36651242,0.395049773,60.16386495,101.7425448,0.0,0.0,0.0,,,326.164868131,27.225221679,701.168517524,192.9846142,75.56552262,,4.799906067,7088.44969,23.97078608
1131,Spain,2016,0.666895247,6.205411118,0.070079432,1859.709055,71.61235645,36.98646251,99.66779558700001,1.900388525,3.236221986,5.081864873,56.83556767,16.40410008,7.5620527,0.56303285,3.893807731,1.301434505,34.53637507,100.000000003,386.137767304,22.05495557,0.585275874,0.846291254,11.79134069,,,0.496401716,136.3079393,0.148238546,29.8626175,40.70511854,0.34816317,70.1373825,95.60282079,0.0,0.0,0.0,,,327.816502351,26.060715456999997,691.577362549,194.0351313,79.70557308,,4.597214047,7445.502853,26.76033225
1132,Spain,2017,,,,,69.44850585,35.72736487,99.706156361,1.957428456,3.192692579,4.97521886,57.97990626,15.50251457,7.479737269,0.554538817,3.92760872,1.310838057,36.946371356,99.999999996,383.57563676800004,21.25270493,0.599013986,0.845747452,12.42853053,,,0.540218771,147.9315901,0.222797232,41.24203822,61.01000291,0.317421539,58.75796178,86.92158716,0.0,0.0,0.0,,,297.67995856199997,25.128902095,708.265787734,186.3026887,79.03316822,,4.561398218,7413.880955,26.51757917
