,Reference area,TIME_PERIOD,Air pollution exposure (Exposure to PM2.5): % of population,Air pollution exposure (Exposure to PM2.5): Micrograms per cubic metre,Average wages (Total): US dollars,Employment rate (Men): % of working age population,Employment rate (Men): Thousand persons,Employment rate (Total): % of working age population,Employment rate (Total): Thousand persons,Employment rate (Women): % of working age population,Employment rate (Women): Thousand persons,Exchange rates (Total): National currency units/US dollar,GDP per hour worked (Total): 2015=100,GDP per hour worked (Total): US dollars,Gender wage gap (Employees): Percentage,Gender wage gap (Self-employed): Percentage,Gross domestic product (GDP) (Total): Million US dollars,Gross domestic product (GDP) (Total): US dollars/capita,Purchasing power parities (PPP) (Total): National currency units/US dollar,Trust in government (Total): Percentage
432,Croatia,2013,99.357,19.698,,,,,,,,0.757168,97.444543,33.587046,,,94402.112,22188.89798,0.474497,
433,Croatia,2014,99.357,19.266,,,,,,,,0.762913,95.425044,32.890969,,,94978.464,22421.40022,0.470303,
434,Croatia,2015,99.357,19.639,,,,,,,,0.910253,100.0,34.467858,,,98327.643,23366.8743,0.466172,
435,Croatia,2016,96.651,17.484,,,,,,,,0.90331,102.874767,35.458729,,,105691.007,25330.73734,0.448868,
436,Croatia,2017,96.794,18.077,,,,,,,,0.879133,104.443618,35.999478,,,112465.316,27232.28059,0.441257,
437,Croatia,2018,96.919,18.375,,,,,,,,0.83337,105.407024,36.331543,7.915057915,,118467.661,28959.03831,0.439451,
438,Croatia,2019,96.89,18.227,,,,,,,,0.878963,104.212855,35.919939,7.574852294,,130592.514,32108.65495,0.420468,
439,Croatia,2020,,,,,,,,,,0.877836,96.628247,33.305687,7.377247452,,123240.484,30450.35017,0.41033,
440,Croatia,2021,,,,,,,,,,0.844128,108.571454,37.422254,7.311379171,,143346.26,36219.44979,0.407459,
441,Croatia,2022,,,,,,,,,,0.950261,112.702828,38.846251,,,162595.846,41607.68582,0.418172,
442,Czechia,1994,,,,,2695.863,,4863.016,,2167.153,28.785083,56.304211,22.178276,,,131544.827,12726.66074,10.470713,
443,Czechia,1995,100.0,25.409,16612.0,,2731.025,,4908.005,,2176.98,26.540667,59.801825,23.555989,,,143033.992,13845.44849,11.160326,
444,Czechia,1996,,,18320.98996,,2746.82,,4914.538,,2167.718,27.144917,62.109112,24.464831,18.28985624,,151475.232,14684.44481,12.076265,
445,Czechia,1997,,,18606.93905,,2736.876,,4884.378,,2147.502,31.698417,61.934603,24.396092,18.42904374,,152727.012,14822.62404,12.905536,
446,Czechia,1998,,,18603.82613,75.95,2709.337,67.325,4817.696,58.725,2108.359,32.281167,62.028377,24.433029,,,154185.181,14976.78818,13.987233,
447,Czechia,1999,,,19344.54932,74.0,2644.8,65.625,4714.025,57.375,2069.25,34.56925,63.261133,24.918613,19.03031426,,158333.514,15397.92282,14.22935,
448,Czechia,2000,99.983,21.636,20070.48242,73.15,2625.7,64.975,4681.2,56.9,2055.475,38.598417,66.001504,25.998047,,,166517.019,16209.97523,14.330601,
449,Czechia,2001,,,21105.60748,73.175,2630.05,65.025,4683.55,56.925,2053.5,38.035328,71.069051,27.994158,16.87662165,,180080.574,17613.18392,14.322067,
450,Czechia,2002,,,22382.42264,73.875,2666.525,65.425,4731.1,57.025,2064.625,32.738518,72.17471,28.429678,15.95069783,,186119.946,18245.66901,14.458321,
451,Czechia,2003,,,24089.04188,73.1,2654.125,64.725,4701.15,56.35,2047.025,28.209,75.911047,29.901424,15.63749732,,199182.067,19524.49335,14.175232,
452,Czechia,2004,,,25174.10387,72.325,2647.025,64.175,4690.55,56.0,2043.525,25.69975,79.07466,31.147574,16.14681968,32.04641342,213452.586,20912.53027,14.425719,
453,Czechia,2005,99.983,21.158,25914.06806,73.275,2705.5,64.8,4764.025,56.25,2058.5,23.957417,83.181538,32.765277,15.93892946,30.81534576,225620.781,22045.99888,14.562493,
454,Czechia,2006,,,26952.0,73.675,2741.925,65.275,4828.075,56.775,2086.15,22.595583,88.300324,34.781571,15.35176621,28.94941902,244951.0,23858.91162,14.414642,28.29114798
455,Czechia,2007,,,27757.0,74.825,2806.05,66.075,4921.95,57.275,2115.9,20.293667,92.043508,36.256014,16.93153188,29.3561306,270739.151,26227.57995,14.255541,26.88384169
456,Czechia,2008,,,27906.0,75.425,2863.15,66.55,5002.5,57.575,2139.35,17.071667,91.746867,36.139167,17.87301988,29.20800781,290503.947,27853.5499,13.916713,
457,Czechia,2009,,,27793.0,73.85,2823.725,65.375,4934.275,56.675,2110.55,19.063,89.624169,35.303035,15.10501797,29.65451241,289930.922,27634.86089,13.638835,35.45533839
458,Czechia,2010,99.983,20.619,28648.0,73.525,2798.15,64.975,4885.1,56.25,2086.925,19.09825,91.719351,36.128328,15.79850307,29.79795837,291996.64,27763.60007,13.67437,31.20663292
459,Czechia,2011,99.983,20.929,28882.0,74.025,2777.5,65.725,4872.7,57.25,2095.2,17.695917,93.258994,36.734795,16.3296567,31.07322884,304400.914,28999.75476,13.345305,20.62866984
460,Czechia,2012,99.983,19.194,28934.0,74.625,2778.5,66.55,4889.975,58.25,2111.475,19.5775,93.645328,36.886973,15.26297988,31.23534584,307490.199,29258.90485,13.297699,16.98113317
461,Czechia,2013,99.98,18.865,28754.0,75.65,2794.05,67.725,4937.075,59.625,2143.05,19.570583,93.944265,37.004724,15.37883532,29.83840752,324029.978,30828.52641,12.785271,24.25426177
462,Czechia,2014,99.924,18.334,29360.0,77.0,2816.85,68.975,4974.175,60.675,2157.275,20.7575,95.029948,37.432375,16.2545602,29.45221901,342099.837,32504.21758,12.70321,33.97328112
463,Czechia,2015,99.943,17.808,30224.0,77.875,2837.325,70.225,5041.9,62.375,2204.6,24.59875,100.0,39.390083,16.45515416,29.87954712,357503.881,33909.30924,12.93798,43.54258731
464,Czechia,2016,99.783,16.886,31291.0,79.3,2876.65,71.95,5138.4,64.4,2261.7,24.439917,99.648324,39.251558,16.02343084,31.31771469,381420.335,36101.2856,12.576343,41.51207123
465,Czechia,2017,99.551,16.919,32891.0,80.875,2915.775,73.625,5221.475,66.175,2305.675,23.376333,103.061394,40.595969,15.61401089,32.03011322,411327.86,38842.89627,12.424986,34.3870808
466,Czechia,2018,99.728,17.166,34633.0,81.75,2946.3,74.825,5293.65,67.625,2347.3,21.729917,104.496517,41.161265,15.12741386,32.3183403,437355.916,41157.37041,12.371528,42.07833058
467,Czechia,2019,99.673,16.965,36071.0,81.95,2950.65,75.125,5302.9,68.075,2352.275,22.93225,107.318049,42.272668,14.71433226,29.50245285,478737.95,44870.50441,12.097428,
468,Czechia,2020,,,35552.0,81.4,2928.25,74.4,5234.925,67.075,2306.7,23.21025,109.900343,43.289836,12.37286209,27.95311737,469877.742,43913.17157,12.150248,31.88589912
469,Czechia,2021,,,36269.70799,81.325,2916.925,74.4,5213.375,67.15,2296.45,21.678167,110.389704,43.482596,11.51874831,,508670.374,47551.22401,12.009186,28.44754293
470,Czechia,2022,,,33475.51974,82.175,2883.05,75.475,5173.0,68.475,2289.925,23.357,108.038487,42.55645,13.57571214,,551699.16,51619.04213,12.299914,34.08267475
471,Denmark,1994,,,47871.62872,,1376.1,,2537.0,,1160.9,6.360552,79.241655,55.487238,,,112843.713,21675.7037,8.80232,
472,Denmark,1995,91.616,14.339,48894.0,,1427.0,,2602.0,,1175.0,5.602367,80.420834,56.312932,,,118698.013,22695.60487,8.732097,
473,Denmark,1996,,,49781.44476,,1440.0,,2627.0,,1187.0,5.798672,82.33821,57.655533,,,124908.903,23737.9139,8.710538,
474,Denmark,1997,,,50577.44707,,1466.0,,2681.0,,1215.0,6.604459,82.935028,58.073442,,,131722.042,24923.75445,8.701121,
475,Denmark,1998,,,51462.33537,,1460.0,,2693.0,,1233.0,6.700827,82.839508,58.006556,,,136922.456,25819.8106,8.661746,
476,Denmark,1999,,,52066.95467,80.875,1463.0,76.05,2707.0,71.125,1244.0,6.97624,83.683262,58.597376,,,141846.299,26657.82737,8.752578,
477,Denmark,2000,99.638,14.558,52018.88005,80.775,1458.0,76.25,2722.0,71.625,1264.0,8.083144,85.621617,59.954667,,,153042.813,28670.44087,8.670198,
478,Denmark,2001,,,52328.67186,80.225,1456.0,76.2,2725.0,72.025,1269.0,8.322817,85.319344,59.743007,,,157794.793,29455.81349,8.691834,
479,Denmark,2002,,,53520.32821,79.975,1450.0,75.875,2715.0,71.7,1266.0,7.894714,86.020806,60.234191,10.79707571,,164720.391,30639.95369,8.561606,
480,Denmark,2003,,,54841.25092,79.675,1447.0,75.125,2692.0,70.525,1245.0,6.587673,87.440463,61.228274,9.921804094,9.217194557,166148.764,30825.37357,8.647378,
481,Denmark,2004,,,56061.80687,79.7,1452.0,75.675,2720.0,71.575,1268.0,5.991057,90.232667,63.183454,10.18220538,6.21394825,178022.993,32948.91589,8.459586,
482,Denmark,2005,98.039,13.083,57030.2442,79.85,1457.0,75.9,2732.0,71.9,1277.0,5.99691,91.467821,64.048343,10.16733044,12.367589,185074.466,34152.88166,8.569438,
483,Denmark,2006,,,57991.0,81.225,1483.0,77.375,2787.0,73.45,1305.0,5.946778,92.67329,64.892447,10.17206126,12.00833225,202995.977,37336.02666,8.28716,66.86833166
484,Denmark,2007,,,58638.0,80.775,1492.0,77.0,2803.7,73.175,1311.7,5.443701,92.844194,65.012119,9.850297951,17.15914536,213078.339,39025.33681,8.160592,59.25059535
485,Denmark,2008,,,59414.0,80.25,1498.05,76.325,2806.225,72.35,1308.175,5.098131,91.462002,64.044269,10.18354903,11.08505154,226767.494,41282.99547,7.944128,66.59338948
486,Denmark,2009,,,60853.0,76.125,1428.75,73.525,2718.925,70.875,1290.125,5.360867,90.618973,63.453957,10.17200506,15.07169342,222747.658,40330.9177,7.731361,62.65781415
487,Denmark,2010,97.494,13.351,61537.0,74.125,1394.575,71.8,2661.4,69.5,1266.8,5.624075,94.165396,65.937261,8.895098479,15.31985664,238526.048,43000.91009,7.59215,58.66894372
488,Denmark,2011,98.991,13.617,61213.0,74.4,1402.15,71.625,2659.525,68.775,1257.375,5.368712,94.491438,66.165566,7.947197254,19.16475868,247352.237,44407.94207,7.466492,47.18233288
489,Denmark,2012,77.026,10.866,61121.0,73.55,1391.775,71.025,2644.825,68.475,1253.05,5.792476,96.297436,67.430176,6.999844876,21.04070091,250524.599,44808.54921,7.564136,53.42527898
490,Denmark,2013,68.03,10.488,61548.0,73.2,1385.625,70.775,2636.3,68.275,1250.625,5.616312,97.054659,67.960405,6.768911945,-8.811937332,262368.12,46742.93966,7.354846,39.14051067
491,Denmark,2014,80.751,11.056,62723.0,74.125,1409.5,71.1,2663.9,68.075,1254.4,5.612467,98.592133,69.036988,6.323865695,5.956777573,270330.607,47905.47708,7.328674,45.78369066
492,Denmark,2015,58.894,10.185,63828.0,75.175,1443.25,71.975,2709.025,68.7,1265.775,6.727907,100.0,70.022816,5.836048113,0.52541852,278748.365,49058.14234,7.305357,57.98886425
493,Denmark,2016,20.933,9.302,63894.0,75.525,1462.3,72.675,2760.225,69.825,1297.975,6.731718,101.19061,70.856515,5.732628038,8.301862717,297719.06,51967.02044,7.079856,46.76607078
494,Denmark,2017,65.621,10.288,64281.0,75.925,1475.525,73.225,2788.525,70.45,1313.05,6.602893,103.081941,72.180878,5.296691966,2.958868265,319130.165,55356.49009,6.871679,57.23533155
495,Denmark,2018,41.147,9.873,64765.0,76.95,1502.225,74.125,2832.275,71.25,1330.025,6.314619,105.350786,73.769587,4.86320601,8.79658699,333035.355,57479.35022,6.765997,63.24784592
496,Denmark,2019,36.413,9.785,65222.0,77.975,1528.85,75.0,2877.65,72.0,1348.775,6.669447,106.133113,74.317394,5.059215628,-2.174784422,353443.959,60760.52243,6.538391,63.29990317
497,Denmark,2020,,,66203.0,77.35,1514.1,74.425,2852.375,71.375,1338.225,6.542152,106.725461,74.732173,4.994399736,-1.681695938,364633.902,62544.4086,6.365047,71.57975887
498,Denmark,2021,,,66503.04779,78.45,1537.375,75.55,2900.125,72.55,1362.725,6.287113,107.513663,75.284094,5.576082633,,409262.845,69911.65791,6.232196,65.17097161
499,Denmark,2022,,,64126.65162,78.975,1574.725,76.775,2994.425,74.525,1419.725,7.076152,106.085182,74.283831,,,460165.318,77914.88629,6.153536,63.53599264
513,Estonia,1994,,,10671.30121,,353.4,,673.6,,320.2,0.830292,,,,,8717.114,5901.904959,0.238906,
514,Estonia,1995,18.552,7.527,10186.0,,325.2,,631.0,,305.8,0.732731,,,,,9302.773,6424.123259,0.307611,
515,Estonia,1996,,,10838.19821,,316.0,,617.0,,301.0,0.769368,,,,,9752.442,6842.858814,0.377338,
516,Estonia,1997,,,11838.41473,,316.6,,615.0,,298.3,0.887206,,,,,11165.366,7941.22763,0.40957,
517,Estonia,1998,,,12637.14182,,307.0,,604.0,,297.1,0.899535,,,,,11713.743,8408.400587,0.435423,
518,Estonia,1999,,,13189.70292,,292.3,,577.2,,284.9,0.938069,,,,,11694.818,8479.421302,0.462332,
519,Estonia,2000,7.32,8.499,14253.99896,63.375,296.85,60.275,585.275,57.35,288.45,1.084494,60.560492,21.160621,,,13163.079,9393.477124,0.46886,
520,Estonia,2001,,,14756.02802,64.2,299.875,61.075,589.625,58.1,289.775,1.117052,64.075408,22.388778,,,14321.616,10283.34596,0.487869,
521,Estonia,2002,,,15621.98837,64.625,297.8,61.325,589.875,58.275,292.1,1.061687,68.349719,23.882277,25.00065194,,16087.747,11628.29595,0.486245,
522,Estonia,2003,,,17131.06282,66.25,305.275,62.95,602.95,59.875,297.675,0.885586,71.797424,25.08695,,18.58316803,18002.068,13090.50889,0.485746,
523,Estonia,2004,,,18486.64097,65.675,301.15,63.15,601.9,60.725,300.775,0.805003,76.674982,26.791231,,14.18298626,19807.059,14496.8595,0.493635,
524,Estonia,2005,7.493,8.375,19715.3331,66.725,304.25,64.825,615.55,63.1,311.275,0.804251,81.218156,28.378675,,9.0828228,22536.556,16584.41109,0.503328,
525,Estonia,2006,,,21504.0,71.4,329.7,68.425,651.7,65.575,321.975,0.79669,85.312512,29.809296,27.85602504,2.404143572,26054.3,19289.47954,0.520794,44.24676909
526,Estonia,2007,,,25012.0,73.475,334.85,69.725,657.6,66.25,322.725,0.730756,91.72215,32.048907,,-7.364863873,29763.43,22163.54931,0.551057,42.02641155
527,Estonia,2008,,,25382.0,73.725,334.275,70.075,656.0,66.6,321.725,0.683499,88.552101,30.941251,,-23.14301491,30488.762,22780.0071,0.545055,33.09790032
528,Estonia,2009,,,24704.0,64.35,291.275,64.2,593.875,64.05,302.6,0.719481,90.417521,31.593052,,-28.11709785,27327.223,20459.10207,0.517135,22.44861318
529,Estonia,2010,17.231,8.65,24461.0,61.825,277.55,61.95,567.975,62.075,290.425,0.754595,95.231714,33.275193,27.79783394,-30.37996864,28780.803,21586.14156,0.512185,
530,Estonia,2011,1.871,7.788,23907.0,67.8,302.725,65.7,603.225,63.75,300.475,0.718414,93.662779,32.726987,,-25.50544167,32598.245,24515.48857,0.5116,41.754021
531,Estonia,2012,1.871,7.524,24256.0,69.725,309.375,67.975,614.925,66.275,305.525,0.778338,96.81262,33.827583,,-24.27906418,34384.891,25946.94489,0.521063,27.29759427
532,Estonia,2013,1.871,7.587,24859.0,71.4,314.725,69.175,621.35,67.05,306.6,0.752945,98.046719,34.258793,,-22.17424011,36198.154,27418.68964,0.522424,26.06375703
533,Estonia,2014,5.309,8.177,26232.0,73.0,320.05,70.225,624.825,67.525,304.775,0.752728,100.577555,35.143099,28.33935018,-25.08417702,38050.086,28917.83366,0.52689,41.49858852
534,Estonia,2015,0.0,6.617,27434.0,74.8,327.95,72.075,640.9,69.4,312.925,0.901296,100.0,34.941294,,-19.22379303,38378.235,29222.74808,0.53758,33.66897898
535,Estonia,2016,0.0,6.57,28837.0,75.2,329.35,72.4,644.625,69.65,315.25,0.903421,102.659699,35.870628,,-5.487162113,41201.029,31310.1521,0.527849,33.98342922
536,Estonia,2017,0.0,5.726,29500.0,76.575,337.775,74.5,658.575,72.475,320.8,0.885206,105.677056,36.924931,,1.909476638,44556.482,33867.80354,0.534908,40.59462528
537,Estonia,2018,0.0,6.042,31391.0,77.55,342.4,75.05,664.75,72.525,322.325,0.846773,112.555701,39.328419,22.68115942,-15.17355156,48133.366,36488.63742,0.538757,42.0202571
538,Estonia,2019,0.0,5.95,33006.0,78.075,346.075,75.55,671.35,73.025,325.275,0.893276,116.175364,40.593175,23.17204532,-40.53519058,52516.041,39640.13326,0.52869,40.33065368
539,Estonia,2020,,,35128.0,75.875,337.875,73.975,656.6,72.1,318.7,0.875506,122.892588,42.94026,19.60168201,-53.28339005,53309.194,40115.61098,0.515202,46.48059768
540,Estonia,2021,,,37317.82297,75.6,331.675,74.0,654.225,72.35,322.525,0.845494,122.809256,42.911145,20.42962056,,59955.001,45076.64382,0.524475,51.92639922
541,Estonia,2022,,,34704.57152,77.475,343.45,76.425,680.85,75.35,337.375,0.949624,115.69194,40.424262,20.52092235,,64971.672,48785.003,0.55688,50.84958594
542,Finland,1994,,,37886.782,,1050.0,,2045.0,,995.0,0.878532,72.776298,43.169754,23.14957875,,93962.871,18466.45656,0.965796,
543,Finland,1995,12.348,8.079,39377.0,,1088.0,,2090.0,,1003.0,0.734421,74.08653,43.946963,22.40219409,,99978.553,19573.70158,0.985701,
544,Finland,1996,,,40279.37664,,1108.0,,2119.0,,1011.0,0.77258,75.59111,44.839456,20.58266966,,102905.738,20080.73564,0.992005,
545,Finland,1997,,,40313.69135,,1135.0,,2162.0,,1027.0,0.873137,77.927402,46.225308,21.33201166,,111999.412,21790.61674,0.989353,
546,Finland,1998,,,41377.92759,67.225,1164.125,64.05,2203.45,60.8,1039.3,0.898807,81.054584,48.080303,20.80042641,,121502.906,23576.77426,0.991532,
547,Finland,1999,,,42345.81863,69.125,1205.575,66.275,2295.925,63.425,1090.375,0.938283,82.913218,49.182815,21.71623611,,127934.786,24767.16397,0.992037,
548,Finland,2000,6.695,7.646,43072.84404,70.075,1227.675,67.15,2335.425,64.225,1107.75,1.082705,86.503324,51.312409,20.42748918,,138660.875,26788.16027,0.983998,
549,Finland,2001,,,43299.41239,70.825,1239.925,68.125,2367.025,65.4,1127.125,1.116533,88.169606,52.300822,21.23909129,,144246.877,27803.94699,1.002642,
550,Finland,2002,,,43532.03048,69.975,1228.6,68.075,2372.35,66.2,1143.7,1.057559,88.969225,52.775143,20.37320281,,148763.802,28605.12292,0.998133,
551,Finland,2003,,,44359.35125,69.675,1227.4,67.7,2364.925,65.7,1137.5,0.884048,90.866184,53.900389,20.09925558,32.75013351,151454.235,29053.18154,1.001946,
552,Finland,2004,,,45807.9322,69.7,1228.75,67.65,2364.65,65.55,1135.875,0.803922,93.926272,55.715585,20.01515104,35.39672852,163132.753,31202.46989,0.973183,
553,Finland,2005,1.708,7.206,46788.14618,70.275,1242.9,68.375,2400.825,66.55,1157.95,0.8038,95.692185,56.763097,18.94169403,41.99132919,168146.753,32051.76289,0.979424,
554,Finland,2006,,,47757.0,71.375,1265.925,69.35,2443.475,67.275,1177.55,0.796433,98.01956,58.143659,19.37479454,39.51993942,181448.725,34454.68831,0.95287,75.79262856
555,Finland,2007,,,48395.0,72.125,1289.5,70.3,2491.625,68.475,1202.125,0.729672,101.2072,60.034517,21.37690409,39.91036224,200161.833,37847.07646,0.934604,
556,Finland,2008,,,48809.0,73.125,1314.725,71.05,2530.875,68.975,1216.175,0.679923,100.029482,59.335913,21.23395266,36.90219879,212980.742,40083.70194,0.912125,72.32434526
557,Finland,2009,,,49229.0,68.625,1254.875,67.9,2457.275,67.1,1202.4,0.716958,95.574834,56.693486,19.67567279,35.94009018,202723.117,37970.95232,0.896528,
558,Finland,2010,0.902,7.353,49911.0,68.45,1259.075,67.15,2447.475,65.8,1188.425,0.754309,98.890126,58.660065,18.87699985,33.25018692,208901.132,38949.38509,0.900632,46.18436222
559,Finland,2011,0.626,7.17,49925.0,69.725,1277.825,68.0,2473.675,66.325,1195.825,0.718414,100.283015,59.486305,18.6076171,34.80309677,220471.171,40916.64733,0.898068,56.54023829
560,Finland,2012,0.0,6.484,49965.0,69.75,1277.15,68.45,2483.225,67.125,1206.075,0.778338,98.685671,58.538786,18.72607453,34.58147812,221285.636,40872.8548,0.908495,59.79415988
561,Finland,2013,0.0,6.099,49465.0,69.2,1261.275,68.075,2456.725,66.975,1195.425,0.752945,99.005839,58.728704,20.17843271,30.3151226,225679.983,41492.91842,0.905357,42.05937406
562,Finland,2014,0.0,6.49,49449.0,68.75,1253.95,67.95,2447.25,67.15,1193.25,0.752728,99.23664,58.865612,19.60907945,25.81993675,228058.636,41749.86473,0.90721,46.85588618
563,Finland,2015,0.0,5.719,49836.0,68.35,1248.725,67.55,2436.8,66.8,1188.075,0.901296,100.0,59.318425,18.05598132,23.62265205,232867.602,42490.21105,0.907748,55.76002853
564,Finland,2016,0.0,5.68,50274.0,69.575,1266.525,68.225,2448.1,66.825,1181.6,0.903421,102.402464,60.743529,16.47225837,25.35081291,246928.493,44934.48825,0.880895,48.57272591
565,Finland,2017,0.0,5.334,49985.0,70.6,1282.175,69.075,2473.2,67.55,1191.0,0.885206,104.965323,62.263776,17.71792064,25.29186821,262026.563,47570.27035,0.863657,59.75385833
566,Finland,2018,0.0,5.675,50354.0,72.55,1316.75,71.15,2539.925,69.7,1223.175,0.846773,103.730121,61.531074,18.85520372,20.91804314,273455.993,49573.25577,0.853746,55.51022126
567,Finland,2019,0.0,5.638,50873.0,73.35,1326.625,72.0,2565.6,70.625,1238.95,0.893276,104.021717,61.704044,17.15982964,9.763242722,290269.755,52569.86297,0.826328,63.9188147
568,Finland,2020,,,51092.0,72.65,1314.225,71.175,2528.2,69.625,1213.95,0.875506,104.199854,61.809712,15.97860496,3.984675169,296764.463,53657.66779,0.802111,80.86328801
569,Finland,2021,,,52785.31963,73.575,1339.65,72.65,2573.35,71.7,1233.725,0.845494,105.554282,62.613138,15.34078693,,320209.564,57783.91475,0.782812,71.37312499
570,Finland,2022,,,51835.87394,74.7,1360.55,74.3,2640.2,73.85,1279.6,0.949624,106.071557,62.919977,,,348748.936,62759.62066,0.76964,77.54499153
571,France,1994,,,40713.46882,,12419.83,,22713.89,,10294.07,0.846404,77.885244,50.872095,,,1185935.18,19993.84945,0.994883,
572,France,1995,96.485,16.877,41318.0,,12506.67,,22914.76,,10408.09,0.760947,79.8219,52.137055,,,1236310.187,20767.85129,0.98541,
573,France,1996,,,41440.29267,,12480.81,,22973.49,,10492.68,0.779856,80.691661,52.705155,,,1275806.005,21355.26104,0.981549,
574,France,1997,,,41903.0054,,12505.25,,23104.05,,10598.8,0.889798,82.026815,53.577234,,,1333595.864,22243.28019,0.969392,
575,France,1998,,,42550.45471,,12716.01,,23520.51,,10804.5,0.899375,84.055794,54.902497,,,1405908.123,23363.2698,0.961582,
576,France,1999,,,43487.38727,,12968.69,,24005.29,,11036.6,0.938283,85.267075,55.693666,,,1470523.886,24311.40386,0.952721,
577,France,2000,97.485,15.939,43694.34692,,13307.3,,24628.81,,11321.5,1.082705,87.525502,57.168797,,,1589447.426,26098.0153,0.930251,
578,France,2001,,,43969.03089,,13558.4,,25098.8,,11540.39,1.116533,89.163111,58.238429,,,1687216.739,27502.39191,0.911679,
579,France,2002,,,45155.67258,,13608.55,,25290.03,,11681.48,1.057559,91.766179,59.938668,13.30472103,,1762925.935,28528.15611,0.900678,
580,France,2003,,,45524.22596,69.675,13313.83,64.425,24704.82,59.3,11391.03,0.884048,92.289942,60.280773,,37.42920303,1753702.144,28178.71204,0.929842,
581,France,2004,,,46266.45679,69.3,13324.75,64.225,24808.03,59.325,11483.28,0.803922,93.309866,60.946954,,33.92564011,1822285.114,29065.8763,0.9351,
582,France,2005,96.187,14.768,46823.7931,69.0,13359.58,64.15,24984.18,59.5,11624.58,0.8038,94.138072,61.487911,,31.85079956,1926880.385,30504.05878,0.916458,
583,France,2006,,,47347.0,68.75,13397.0,64.15,25150.15,59.7,11753.13,0.796433,96.481781,63.018745,9.390746679,32.93478394,2065681.305,32474.15979,0.894693,32.48835252
584,France,2007,,,47520.0,68.95,13545.22,64.725,25586.68,60.65,12041.5,0.729672,96.0296,62.723395,,36.22702789,2184814.783,34136.13085,0.88857,36.13529111
585,France,2008,,,47429.0,69.4,13692.28,65.3,25926.43,61.325,12234.15,0.679923,95.416924,62.323215,,35.96268463,2259255.844,35102.87043,0.881874,45.26593941
586,France,2009,,,48938.0,68.175,13484.95,64.425,25674.38,60.85,12189.4,0.716958,94.440997,61.685771,,31.63294792,2243848.785,34685.10457,0.862991,47.44488849
587,France,2010,95.21,14.861,49926.0,68.15,13520.28,64.375,25730.68,60.75,12210.47,0.754309,95.663522,62.484285,9.118807541,29.94970894,2334273.268,35905.82006,0.85478,40.14662273
588,France,2011,95.774,14.78,49836.0,68.0,13530.53,64.3,25758.82,60.7,12228.3,0.718414,96.621402,63.109941,,30.46350288,2446474.544,37447.94954,0.841361,37.50892513
589,France,2012,92.406,13.529,50159.0,67.875,13507.97,64.375,25804.22,61.0,12296.25,0.778338,96.937089,63.316137,,30.18752098,2474005.287,37684.19807,0.844301,44.06253334
590,France,2013,92.082,13.448,50581.0,67.625,13434.08,64.375,25785.3,61.325,12351.15,0.752945,98.249867,64.173601,,24.59713554,2608523.504,39528.47364,0.811643,39.51305269
591,France,2014,71.802,11.509,50929.0,67.375,13660.7,64.525,26376.0,61.8,12715.33,0.752728,99.195227,64.791079,9.872102318,23.69845963,2662032.873,40144.05949,0.807565,26.38017223
592,France,2015,82.122,12.232,51415.0,67.35,13654.28,64.7,26441.8,62.075,12787.5,0.901296,100.0,65.316731,,20.22061539,2718495.127,40829.89331,0.808694,32.82526979
593,France,2016,71.933,11.439,52010.0,67.75,13731.78,65.0,26579.68,62.375,12847.9,0.903421,100.279427,65.499243,,17.93905067,2864105.631,42855.94456,0.780044,28.39781576
594,France,2017,67.486,11.387,52732.0,68.575,13882.6,65.55,26802.97,62.65,12920.4,0.885206,102.395091,66.881126,,11.41335201,2983010.673,44444.93456,0.770109,37.47935274
595,France,2018,71.593,11.492,52664.0,69.125,13968.55,66.15,27021.38,63.275,13052.83,0.846773,102.814627,67.155153,11.82380216,3.041776419,3125379.86,46336.93399,0.756166,38.0547431
596,France,2019,69.267,11.367,53172.0,69.05,13969.17,66.375,27132.18,63.85,13163.0,0.893276,103.215736,67.417144,12.07541465,-3.199722767,3452964.228,50961.74846,0.705954,38.18492358
597,France,2020,,,50550.0,68.7,13885.33,66.1,26995.32,63.625,13109.97,0.875506,103.5224,67.617447,11.76509258,-9.797081947,3344390.833,49180.77164,0.693051,41.0406651
598,France,2021,,,52542.18892,70.1,14159.17,67.25,27727.6,64.525,13568.42,0.845494,101.711063,66.434341,11.55821121,,3648082.843,53462.72999,0.685872,43.35204999
599,France,2022,,,52763.5938,70.8,14474.38,68.125,28341.1,65.575,13866.72,0.949624,99.761299,65.160819,,,3914760.609,57179.84064,0.674139,
600,Georgia,1994,,,,,,,,,,,,,,,,,0.10775,
601,Georgia,1995,93.352,18.79,,,,,,,,,,,,,,,0.277272,
602,Georgia,1996,,,,,,,,,,1.2628,,,,,,,0.389462,
603,Georgia,1997,,,,,,,,,,1.2975,,,,,,,0.407886,
604,Georgia,1998,,,,,,,,,,1.389817,,,,,,,0.431325,
605,Georgia,1999,,,,,,,,,,2.024517,,,,,,,0.466702,
606,Georgia,2000,99.274,17.744,,,,,,,,1.976167,,,,,,,0.477722,
607,Georgia,2001,,,,,,,,,,2.073017,,,,,,,0.492314,
608,Georgia,2002,,,,,,,,,,2.195675,,,,,,,0.513453,
609,Georgia,2003,,,,,,,,,,2.14565,,,,,,,0.520758,
610,Georgia,2004,,,,,,,,,,1.91665,,,,,,,0.549906,
611,Georgia,2005,99.102,16.843,,,,,,,,1.812675,,,,,,,0.575503,
