,Reference area,TIME_PERIOD,Air pollution exposure (Exposure to PM2.5): % of population,Air pollution exposure (Exposure to PM2.5): Micrograms per cubic metre,Average wages (Total): US dollars,Employment rate (Men): % of working age population,Employment rate (Men): Thousand persons,Employment rate (Total): % of working age population,Employment rate (Total): Thousand persons,Employment rate (Women): % of working age population,Employment rate (Women): Thousand persons,Exchange rates (Total): National currency units/US dollar,GDP per hour worked (Total): 2015=100,GDP per hour worked (Total): US dollars,Gender wage gap (Employees): Percentage,Gender wage gap (Self-employed): Percentage,Gross domestic product (GDP) (Total): Million US dollars,Gross domestic product (GDP) (Total): US dollars/capita,Purchasing power parities (PPP) (Total): National currency units/US dollar,Trust in government (Total): Percentage
1330,Portugal,1995,59.415,10.894,27425.0,,2414.7,,4381.6,,1966.9,0.753711,79.405183,30.786635,,,144345.162,14396.79654,0.616775,
1331,Portugal,1996,,,28439.8087,,2424.7,,4409.1,,1984.4,0.769364,80.788403,31.322931,,,150118.359,14916.51936,0.628515,
1332,Portugal,1997,,,29179.21225,,2459.7,,4491.0,,2031.3,0.874455,82.409052,31.951282,,,159578.146,15785.74995,0.641259,
1333,Portugal,1998,,,29544.2884,75.875,2694.4,66.825,4847.875,58.225,2153.425,0.898357,83.333557,32.309727,,,169542.593,16686.9346,0.656787,
1334,Portugal,1999,,,30550.51701,75.825,2714.75,67.525,4924.8,59.5,2210.05,0.938283,85.19183,33.030209,,,181041.019,17718.19956,0.660642,
1335,Portugal,2000,68.956,11.581,30975.01029,76.55,2774.175,68.375,5039.975,60.525,2265.775,1.082705,86.104635,33.384117,,,194263.635,18879.05957,0.661032,
1336,Portugal,2001,,,31099.3971,76.975,2815.825,69.0,5127.775,61.3,2311.95,1.116533,87.022077,33.739824,,,202390.927,19530.71371,0.670855,
1337,Portugal,2002,,,31085.99711,76.55,2813.65,68.775,5143.0,61.375,2329.35,1.057559,87.674989,33.992968,21.85714286,,212108.896,20356.72156,0.672081,
1338,Portugal,2003,,,31014.38138,74.925,2762.5,68.0,5092.5,61.35,2330.0,0.884048,88.03249,34.131577,,,218089.864,20852.28364,0.66976,
1339,Portugal,2004,,,31055.55459,74.025,2735.95,67.65,5061.05,61.475,2325.125,0.803922,89.952471,34.875984,,,225177.009,21478.36292,0.676128,
1340,Portugal,2005,61.847,10.778,30885.78789,73.275,2706.575,67.3,5047.05,61.55,2340.475,0.8038,90.974681,35.272311,,,238691.186,22725.35161,0.664259,
1341,Portugal,2006,,,30215.0,73.7,2724.275,67.625,5078.1,61.825,2353.8,0.796433,92.665839,35.927999,12.80846064,62.25012207,259717.065,24682.53752,0.64016,45.24167987
1342,Portugal,2007,,,30417.0,73.65,2724.475,67.6,5091.25,61.825,2366.775,0.729672,94.119584,36.491639,,60.9223938,271364.859,25738.86554,0.64667,
1343,Portugal,2008,,,30315.0,73.8,2724.975,68.025,5115.95,62.475,2390.975,0.679923,94.728333,36.72766,,60.39190292,281542.549,26665.77158,0.636148,33.99168025
1344,Portugal,2009,,,31716.0,68.025,2611.6,62.975,4968.425,58.175,2356.825,0.716958,94.320209,36.569424,,58.39020538,279615.953,26458.23824,0.627348,28.17449674
1345,Portugal,2010,46.269,9.773,31589.0,66.85,2568.875,62.25,4897.875,57.875,2329.0,0.754309,97.19907,37.685604,16.02094241,59.24471283,288193.444,27257.2324,0.62323,24.48310413
1346,Portugal,2011,59.646,10.45,30820.0,65.825,2486.375,61.85,4738.175,58.025,2251.85,0.718414,98.642516,38.24525,,58.69573212,282620.91,26769.42769,0.623083,20.99764491
1347,Portugal,2012,30.654,9.14,29496.0,62.4,2356.6,59.325,4545.5,56.45,2188.925,0.778338,99.606801,38.619119,,54.43709946,277991.759,26438.14047,0.605398,23.06251582
1348,Portugal,2013,25.266,8.828,30056.0,61.55,2287.225,58.825,4427.85,56.225,2140.625,0.752945,101.046899,39.177468,,47.00923538,292135.199,27936.0063,0.583607,17.92133975
1349,Portugal,2014,24.058,8.658,29538.0,64.15,2318.5,61.2,4498.3,58.45,2179.8,0.752728,100.020753,38.779614,15.3217569,40.3680954,298951.673,28742.31313,0.578868,22.7394462
1350,Portugal,2015,25.065,8.804,29448.0,65.6,2333.275,62.8,4547.4,60.1,2214.15,0.901296,100.0,38.771568,,41.19813538,307230.008,29660.8459,0.584947,21.77421987
1351,Portugal,2016,10.204,7.828,29320.0,67.075,2360.825,64.225,4604.425,61.575,2243.625,0.903421,100.06329,38.796107,,42.36741257,326364.379,31607.61019,0.571416,35.4542411
1352,Portugal,2017,17.259,8.396,29433.0,70.125,2441.325,66.95,4755.425,64.0,2314.075,0.885206,100.877896,39.111943,,45.65552521,340370.325,33044.70015,0.575688,50.10881528
1353,Portugal,2018,15.536,8.216,29919.0,71.925,2485.55,69.025,4866.05,66.3,2380.5,0.846773,100.783374,39.075294,11.66500499,41.70879364,359198.932,34928.61899,0.571227,52.06306616
1354,Portugal,2019,15.173,8.176,31081.0,72.875,2503.425,69.85,4912.1,67.05,2408.7,0.893276,102.310317,39.667314,11.41903735,28.67475319,389285.604,37845.05645,0.550687,43.56050038
1355,Portugal,2020,,,31300.0,71.0,2439.35,68.525,4813.05,66.225,2373.675,0.875506,103.385669,40.084245,11.71680755,19.96377182,369406.329,35874.79279,0.542814,61.46694172
1356,Portugal,2021,,,32089.37798,72.475,2415.35,69.725,4774.575,67.15,2359.2,0.845494,104.766341,40.619553,12.23070261,,401863.609,39036.35,0.537628,57.6186412
1357,Portugal,2022,,,31921.65999,73.95,2461.075,71.375,4881.425,69.025,2420.35,0.949624,111.15899,43.098084,,,463070.295,44963.08298,0.523335,58.92422646
1358,Romania,1994,,,,,,,,,,0.165509,,,,,,,,
1359,Romania,1995,100.0,21.38,,,,,,,,0.203328,41.902384,11.794007,,,123159.822,5430.099805,0.061795,
1360,Romania,1996,,,,,,,,,,0.308422,44.077772,12.4063,,,129958.132,5748.421654,0.087626,
1361,Romania,1997,,,,,,,,,,0.716794,41.607949,11.711134,,,125491.795,5566.05094,0.203201,
1362,Romania,1998,,,,,,,,,,0.887558,42.06224,11.839001,,,124790.856,5545.570137,0.296558,
1363,Romania,1999,,,,,,,,,,1.533284,42.632155,11.999411,,,125763.734,5599.947562,0.438333,
1364,Romania,2000,100.0,20.035,,,,,,,,2.170872,43.951489,12.370756,,,131273.685,5851.234963,0.616065,
1365,Romania,2001,,,,,,,,,,2.906079,46.754017,13.159567,,,144299.062,6439.510451,0.813529,
1366,Romania,2002,,,,,,,,,,3.305543,54.579905,15.362271,16.16099071,,158657.956,7319.596165,0.959747,
1367,Romania,2003,,,,,,,,,,3.320007,56.800115,15.98718,,,163109.893,7560.354853,1.176615,
1368,Romania,2004,,,,,,,,,,3.263657,63.615686,17.905517,,,192859.182,8990.328654,1.268741,
1369,Romania,2005,100.0,18.85,,,,,,,,2.913653,67.132879,18.89548,,,204714.62,9602.147673,1.401277,
1370,Romania,2006,,,,,,,,,,2.808983,72.599874,20.434242,8.396946565,,244913.828,11555.94588,1.399523,
1371,Romania,2007,,,,,,,,,,2.43825,76.581868,21.555029,,,286134.779,13701.81742,1.487729,
1372,Romania,2008,,,,,,,,,,2.518858,85.083007,23.947793,,,344670.947,16782.2312,1.566232,
1373,Romania,2009,,,,,,,,,,3.049325,84.345513,23.740214,,,338753.191,16632.09473,1.567201,
1374,Romania,2010,100.0,18.672,,,,,,,,3.1779,82.622087,23.255132,9.631728045,,351387.158,17355.19481,1.537724,
1375,Romania,2011,100.0,19.743,,,,,,,,3.048608,87.993836,24.767085,,,378831.766,18802.76745,1.550037,
1376,Romania,2012,99.778,18.071,,,,,,,,3.4682,90.257147,25.404126,,,397334.016,19807.10121,1.563593,
1377,Romania,2013,99.77,16.693,,,,,,,,3.327917,91.559435,25.770673,,,393224.26,19672.3377,1.606215,
1378,Romania,2014,99.712,16.771,,,,,,,,3.349175,95.347328,26.836828,1.546391753,,410763.371,20624.32669,1.628374,
1379,Romania,2015,99.033,16.257,,,,,,,,4.005667,100.0,28.146387,,,428503.297,21617.28848,1.662866,
1380,Romania,2016,98.711,15.271,,,,,,,,4.059183,102.68697,28.902672,,,470979.401,23899.79516,1.59692,
1381,Romania,2017,98.743,15.625,,,,,,,,4.052492,109.920258,30.938581,,,527786.05,26937.57647,1.61357,
1382,Romania,2018,98.659,15.392,,,,,,,,3.941617,116.367559,32.753263,3.496503497,,575809.076,29553.16182,1.665584,
1383,Romania,2019,98.002,15.064,,,,,,,,4.237925,119.622166,33.669318,5.855397311,,649931.936,33511.61331,1.636778,
1384,Romania,2020,,,,,,,,,,4.243992,120.772391,33.993065,3.304181392,,660695.888,34239.902,1.614632,
1385,Romania,2021,,,,,,,,,,4.160417,122.138585,34.377599,5.755498737,,726084.785,37962.63707,1.637673,
1386,Romania,2022,,,,,,,,,,4.688475,127.519995,35.892271,,,823589.04,43234.88148,1.711757,
1387,Russia,1994,,,,,,,,,,2.19075,,,,,,,,
1388,Russia,1995,93.76,16.529,,,,,,,,4.55915,62.464734,15.397122,,,893649.805,6022.881532,1.71517,
1389,Russia,1996,,,,,,,,,,5.120833,61.122942,15.06638,,,877181.595,5920.496933,2.455975,
1390,Russia,1997,,,,,,,,,,5.784833,62.945907,15.515728,,,904631.52,6115.87234,2.778421,
1391,Russia,1998,,,,,,,,,,9.705083,61.51683,15.16347,,,865918.063,5863.841604,3.258399,
1392,Russia,1999,,,,,,,62944.75,,,24.6199,60.209612,14.84125,,,934209.415,6345.894176,5.539641,
1393,Russia,2000,93.544,15.636,,,,,65070.25,,,28.129167,63.511681,15.655187,,,1073593.408,7323.44018,7.301404,
1394,Russia,2001,,,,,,,65123.0,,,29.168525,66.758437,16.45549,,,1152998.495,7898.522928,8.322817,
1395,Russia,2002,,,,,,,66658.75,,,31.348483,68.245369,16.822009,,,1253122.777,8623.997299,9.273504,
1396,Russia,2003,,,,,,,66432.25,,,30.692025,73.068583,18.010897,,,1437840.922,9940.232555,9.866787,
1397,Russia,2004,,,,,,,67274.75,,,28.813742,77.331225,19.061609,,,1582506.988,10984.49661,11.556843,
1398,Russia,2005,90.982,14.587,,,,,68168.91,,,28.284442,81.346256,20.051286,,,1822444.794,12698.29923,12.736131,
1399,Russia,2006,,,,,,,68854.95,,,27.190958,86.709834,21.373371,,,2291243.855,16017.12423,12.618288,37.00398705
1400,Russia,2007,,,,,,,70570.49,,,25.580845,91.776863,22.622358,,,2553606.502,17881.75859,13.984503,37.41158496
1401,Russia,2008,,,,,,,70965.09,,,24.852875,96.152366,23.700889,,,3091455.591,21657.58906,14.341196,55.75502361
1402,Russia,2009,,,,,,,69302.7,,,31.740358,91.815928,22.631987,,,2973733.08,20826.59797,14.016913,54.97654313
1403,Russia,2010,92.168,15.524,,71.58286,35566.29,67.28529,69933.71,63.34378,34367.42,30.367915,94.989062,23.414143,,,3143873.887,22008.29928,15.821142,51.49948314
1404,Russia,2011,90.547,13.865,,72.4151,36032.4,68.01862,70856.61,63.9917,34824.21,29.382341,97.601403,24.058067,,,3259319.17,22798.67392,18.443729,47.95745101
1405,Russia,2012,90.69,13.883,,73.57104,36470.49,68.96736,71545.41,64.74722,35074.93,30.839831,100.399305,24.74773,,,3480301.72,24303.49105,19.56826,45.200172
1406,Russia,2013,90.249,14.129,,73.57317,36478.23,68.7785,71391.46,64.38351,34913.23,31.837144,102.485456,25.261952,,,3741783.371,26073.87355,19.505592,38.83033819
1407,Russia,2014,90.738,14.157,,74.25266,36605.41,69.33393,71539.05,64.8216,34933.63,38.378207,102.767518,25.331478,,,3763536.922,25761.66151,20.998875,64.01660269
1408,Russia,2015,83.132,13.085,,74.44843,37136.5,69.29679,72323.63,64.56699,35187.12,60.93765,100.0,24.649304,,,3526234.314,24085.31285,23.562632,64.92330929
1409,Russia,2016,75.337,12.368,,75.21357,37201.0,70.00275,72392.63,65.21121,35191.63,67.055933,100.301006,24.7235,,,3538975.3,24128.08181,24.192337,58.43038013
1410,Russia,2017,68.777,11.701,,75.58,37188.22,70.30539,72315.94,65.45577,35127.71,58.342801,101.982307,25.137929,,,3807099.411,25926.4314,24.124181,55.65972258
1411,Russia,2018,70.48,11.812,,76.2425,37259.27,70.97634,72531.64,66.12743,35272.37,62.668133,105.010968,25.884473,,,4231840.387,28821.2429,24.542904,45.58387542
1412,Russia,2019,70.061,11.777,,75.8653,36912.46,70.78918,71933.08,66.10271,35020.62,64.737658,108.312295,26.698227,,,4398115.281,29967.11935,24.838261,43.69638396
1413,Russia,2020,,,,74.85861,36208.09,69.99245,70601.39,65.49014,34393.3,72.104908,112.299021,27.680927,,,4367291.715,29819.04697,24.492859,47.7703668
1414,Russia,2021,,,,76.72011,36890.75,71.68963,71719.41,67.01684,34828.65,73.65435,,,,,,,27.814401,45.69920853
1415,Russia,2022,,,,,,,,,,68.484942,,,,,,,30.192867,
1445,Serbia,1995,100.0,34.692,,,,,,,,,,,,,,,,
1446,Serbia,1997,,,,,,,,,,5.9123,,,,,,,,
1447,Serbia,1998,,,,,,,,,,10.0308,,,,,,,,
1448,Serbia,1999,,,,,,,,,,11.6615,,,,,,,,
1449,Serbia,2000,100.0,33.279,,,,,,,,63.1659,,,,,45250.34,6020.257696,9.598137,
1450,Serbia,2001,,,,,,,,,,66.91366,,,,,48646.566,6483.241256,17.827314,
1451,Serbia,2002,,,,,,,,,,64.405225,,,,,55209.071,7361.179059,19.970582,
1452,Serbia,2003,,,,,,,,,,57.590042,,,,,57198.174,7646.210598,22.634568,
1453,Serbia,2004,,,,,,,,,,58.375708,,,,,63344.434,8487.61909,24.093746,
1454,Serbia,2005,100.0,31.472,,,,,,,,66.717825,,,,,68319.08,9181.722952,27.032759,
1455,Serbia,2006,,,,,,,,,,67.155125,,,,,75661.383,10208.55142,28.826259,
1456,Serbia,2007,,,,,,,,,,58.449567,,,,,82951.531,11237.64053,30.421325,
1457,Serbia,2008,,,,,,,,,,55.72925,,,,,92848.705,12632.0953,31.324559,
1458,Serbia,2009,,,,,,,,,,67.604933,,,,,91759.885,12534.12165,33.262198,
1459,Serbia,2010,100.0,31.882,,,,,,,,77.722842,,,,,93313.128,12797.63381,34.835199,
1460,Serbia,2011,100.0,34.443,,,,,,,,73.355433,,,,,99446.477,13742.30861,36.323726,
1461,Serbia,2012,100.0,30.95,,,,,,,,87.958808,,,,,100311.049,13929.19402,37.982435,
1462,Serbia,2013,100.0,29.079,,,,,,,,85.158842,,,,,104804.78,14624.15472,39.322635,
1463,Serbia,2014,100.0,28.553,,,,,,,,88.405308,,,,,104530.725,14657.01729,39.802158,
1464,Serbia,2015,100.0,28.191,,,,,,,,108.811425,,,,,105923.175,14928.46474,40.737265,
1465,Serbia,2016,100.0,25.575,,,,,,,,111.27785,,,,,111931.756,15858.12544,40.454935,
1466,Serbia,2017,100.0,26.643,,,,,,,,107.75885,,,,,116624.008,16611.07632,40.820809,
1467,Serbia,2018,100.0,26.073,,,,,,,,100.175075,,,,,123717.427,17717.94985,41.004185,
1468,Serbia,2019,100.0,25.504,,,,,,,,105.249558,,,,,136744.612,19688.98268,39.64947,
1469,Serbia,2020,,,,,,,,,,103.163292,,,,,138384.944,20058.32971,39.760223,
1470,Serbia,2021,,,,,,,,,,99.395942,,,,,154207.267,22512.95624,40.651223,
1471,Serbia,2022,,,,,,,,,,111.662183,,,,,,,42.494654,
1501,Slovak Republic,1994,,,11728.81306,,1173.975,,2110.225,,936.25,1.063694,,,,,43127.537,8065.895981,0.394072,
1502,Slovak Republic,1995,100.0,27.038,12627.0,,1193.325,,2146.775,,953.45,0.986305,46.328128,18.990245,,,46604.879,8689.497816,0.424155,
1503,Slovak Republic,1996,,,13654.02197,,1234.6,,2224.875,,990.3,1.017518,49.275068,20.198218,,,50532.104,9403.68711,0.436017,
1504,Slovak Republic,1997,,,15504.44414,,1216.95,,2205.875,,988.9,1.115852,52.440577,21.495784,,,54286.546,10083.92836,0.4505,
1505,Slovak Republic,1998,,,16114.93162,,1210.35,,2198.5,,988.15,1.169535,55.081643,22.578377,,,57263.132,10622.30627,0.466064,
1506,Slovak Republic,1999,,,15779.49416,64.3,1163.675,58.1,2131.925,52.075,968.25,1.372995,56.628198,23.212321,,,57813.884,10714.98961,0.494406,
1507,Slovak Republic,2000,100.0,22.937,16381.1268,62.225,1137.225,56.775,2101.575,51.45,964.35,1.528088,58.450535,23.959311,,,61312.882,11352.75737,0.516385,
1508,Slovak Republic,2001,,,16382.07197,62.025,1143.25,56.825,2121.1,51.775,977.85,1.605086,60.502381,24.800377,,,66642.226,12388.11775,0.515672,
1509,Slovak Republic,2002,,,17226.48364,62.375,1153.125,56.8,2123.25,51.4,970.15,1.504572,64.852249,26.583421,20.35516093,,71578.565,13307.8781,0.521518,
1510,Slovak Republic,2003,,,17559.19452,63.325,1174.2,57.725,2161.675,52.2,987.475,1.220637,69.939165,28.668586,20.68965517,,76204.615,14166.18807,0.544317,
1511,Slovak Republic,2004,,,17812.35737,63.175,1191.15,56.975,2167.775,50.875,976.625,1.070733,71.918667,29.479998,20.88376561,21.46562195,81802.434,15198.23519,0.564472,
1512,Slovak Republic,2005,100.0,22.393,18906.77746,64.6,1232.125,57.7,2215.25,50.9,983.125,1.029617,74.29163,30.452693,20.09925558,19.86986733,89400.317,16595.2616,0.564715,
1513,Slovak Republic,2006,,,19561.0,66.975,1291.975,59.425,2302.275,51.9,1010.325,0.985768,78.73689,32.274839,17.80276817,23.73947334,101625.524,18851.2394,0.554599,16.30792389
1514,Slovak Republic,2007,,,20761.0,68.4,1322.0,60.7,2357.675,53.05,1035.65,0.819702,84.679472,34.710747,17.52170482,26.85341263,114088.18,21140.87686,0.553636,
1515,Slovak Republic,2008,,,20974.0,69.95,1363.725,62.25,2433.75,54.625,1070.0,0.709069,86.504499,35.458839,16.44476957,29.88480759,127626.827,23608.97752,0.53743,
1516,Slovak Republic,2009,,,21689.0,67.175,1326.375,61.85,2366.325,56.5,1039.925,0.716958,84.027822,34.443631,16.43272126,31.57911873,124317.737,22946.34366,0.515578,
1517,Slovak Republic,2010,100.0,21.662,22642.0,64.875,1284.525,60.425,2317.5,56.0,1032.95,0.754309,89.798014,36.808876,14.85111765,30.92767143,136934.912,25218.34115,0.502173,30.86795325
1518,Slovak Republic,2011,100.0,22.805,22443.0,65.75,1292.2,61.0,2315.325,56.25,1023.125,0.718414,91.203199,37.384872,15.44985643,32.2073288,141755.313,26260.18476,0.506407,27.87238997
1519,Slovak Republic,2012,100.0,20.519,22161.0,66.275,1303.475,61.375,2328.975,56.45,1025.475,0.778338,92.564114,37.942721,15.96526916,32.33683014,145972.536,27000.73026,0.504542,36.83801701
1520,Slovak Republic,2013,100.0,19.813,22333.0,66.0,1295.3,61.575,2329.25,57.125,1033.95,0.752945,94.803338,38.860596,14.10932976,35.46736527,151678.246,28021.09042,0.491124,28.34932292
1521,Slovak Republic,2014,100.0,19.487,22781.0,67.25,1316.375,62.7,2363.025,58.075,1046.7,0.752728,96.661922,39.622443,14.35004753,31.51595116,157298.526,29029.58768,0.485412,31.01814847
1522,Slovak Republic,2015,100.0,19.284,23676.0,69.075,1349.275,64.525,2424.0,59.875,1074.7,0.901296,100.0,40.990746,13.37662489,25.5620575,163007.449,30062.17965,0.491548,27.65306708
1523,Slovak Republic,2016,100.0,18.03,24426.0,70.975,1378.225,66.7,2492.1,62.425,1113.875,0.903421,100.379876,41.14646,13.89918214,17.27853394,161498.697,29737.53009,0.503194,37.22221442
1524,Slovak Republic,2017,100.0,18.41,25151.0,71.6,1385.175,68.075,2530.675,64.525,1145.45,0.885206,102.645876,42.075311,15.04004233,13.49979973,163951.2,30147.01598,0.516433,34.16800883
1525,Slovak Republic,2018,100.0,18.659,25862.0,73.45,1413.5,69.55,2566.725,65.55,1153.2,0.846773,105.286173,43.157588,15.66208013,12.07424355,170864.165,31374.188,0.526001,32.76586106
1526,Slovak Republic,2019,100.0,18.526,26707.0,73.975,1417.275,70.425,2583.65,66.775,1166.35,0.893276,107.567588,44.092757,13.86984995,11.4848156,185132.192,33949.00202,0.510067,23.09728328
1527,Slovak Republic,2020,,,27052.0,72.875,1386.65,69.475,2531.075,66.05,1144.425,0.875506,114.069058,46.757758,11.01446782,,191057.495,34988.95026,0.489089,30.7444519
1528,Slovak Republic,2021,,,27546.57904,73.275,1359.825,69.45,2560.55,65.55,1200.7,0.845494,119.38223,48.935667,11.70037136,,205878.891,37840.78474,0.486965,21.58075815
1529,Slovak Republic,2022,,,26262.84353,75.0,1381.0,71.35,2603.925,67.575,1222.95,0.949624,116.498106,47.753443,13.80819465,,222775.405,40586.63923,0.492178,
1530,Slovenia,1994,,,,,,,,,,0.537509,,,,,25495.395,,0.31728,
1531,Slovenia,1995,100.0,24.961,28385.0,,,,,,,0.494569,60.262991,24.696415,,,27099.102,13626.61632,0.389711,
1532,Slovenia,1996,,,29779.70375,,464.5,,871.0,,406.5,0.564865,64.483001,26.425819,,,28443.962,14294.48285,0.42706,
1533,Slovenia,1997,,,31404.42076,,479.7,,893.2,,413.5,0.666368,69.500075,28.48187,,,30345.349,15277.11675,0.455969,
1534,Slovenia,1998,,,31791.96285,,486.1,,904.7,,418.5,0.693266,71.306984,29.222361,,,31816.918,16050.07688,0.482503,
1535,Slovenia,1999,,,32379.37052,66.55,477.55,62.2,882.725,57.7,405.175,0.758509,73.893916,30.282513,,,33876.846,17077.48506,0.508506,
1536,Slovenia,2000,100.0,22.336,33203.23349,67.175,486.8,62.85,900.65,58.4,413.85,0.929127,76.288661,31.263905,,,35807.625,17999.25329,0.526511,
1537,Slovenia,2001,,,34558.42289,68.65,498.725,63.8,916.275,58.825,417.575,1.012973,78.951283,32.355075,,,37757.092,18954.82968,0.560099,
1538,Slovenia,2002,,,34648.43831,68.15,494.3,63.45,909.525,58.6,415.225,1.002538,79.298174,32.497236,9.358884068,,40372.33,20236.43207,0.583286,
1539,Slovenia,2003,,,35375.70685,67.375,489.95,62.575,897.175,57.65,407.225,0.86427,81.746584,33.50062,,,42136.989,21107.7762,0.607857,
1540,Slovenia,2004,,,37099.95189,69.975,513.325,65.275,943.45,60.45,430.125,0.802792,84.427877,34.599443,,28.55166435,45455.173,22758.64082,0.607812,
1541,Slovenia,2005,100.0,21.219,38510.08307,70.4,515.525,65.95,949.2,61.35,433.65,0.804146,90.134493,36.938074,,29.83192825,47716.594,23848.60242,0.610135,
1542,Slovenia,2006,,,39774.0,71.125,523.625,66.55,961.2,61.85,437.575,0.797147,95.478905,39.128271,6.557377049,29.04448319,51617.188,25707.71694,0.609687,47.76447658
1543,Slovenia,2007,,,40657.0,72.7,539.575,67.75,985.15,62.6,445.55,0.729672,99.578566,40.808356,,28.61247444,55652.532,27566.24759,0.630222,
1544,Slovenia,2008,,,41272.0,72.7,542.9,68.575,996.1,64.225,453.225,0.679923,99.443009,40.752803,,27.7061348,59839.586,29594.66584,0.633789,
1545,Slovenia,2009,,,41676.0,70.5,530.625,67.075,980.525,63.45,449.9,0.716958,93.167784,38.181149,,29.53689766,56166.221,27510.07582,0.645493,36.80309549
1546,Slovenia,2010,100.0,19.31,42846.0,68.825,523.425,65.525,966.05,62.05,442.6,0.754309,96.366367,39.491962,0.991735537,32.83020401,56995.829,27818.84242,0.63801,33.19162989
1547,Slovenia,2011,100.0,21.068,42725.0,67.025,506.1,63.825,936.1,60.475,430.025,0.718414,99.864334,40.925467,,33.93264389,59391.555,28931.42364,0.62397,18.15830425
1548,Slovenia,2012,99.991,18.714,41437.0,66.8,499.775,63.575,923.65,60.15,423.85,0.778338,99.292575,40.691154,,31.09319115,59745.667,29048.326,0.606793,23.80659905
1549,Slovenia,2013,99.991,18.536,40760.0,66.475,494.55,62.775,905.85,58.85,411.3,0.752945,98.320726,40.292879,,30.99978638,61744.434,29979.61884,0.590407,16.34331863
1550,Slovenia,2014,99.97,18.18,41576.0,66.95,499.175,63.4,916.65,59.6,417.475,0.752728,99.445673,40.753894,4.996271439,30.46665955,63653.392,30872.72888,0.591238,17.68509984
1551,Slovenia,2015,99.97,18.028,42482.0,68.575,500.725,64.65,917.45,60.575,416.675,0.901296,100.0,40.981064,,32.28016281,65265.909,31631.83838,0.595298,20.26048204
1552,Slovenia,2016,99.924,16.627,44095.0,68.275,491.1,65.325,915.0,62.2,423.9,0.903421,103.474614,42.404997,,33.59681702,70079.359,33942.76789,0.577106,24.98451056
1553,Slovenia,2017,99.918,16.807,44894.0,71.875,515.85,68.725,959.075,65.375,443.225,0.885206,107.368238,44.000646,,38.73517227,75438.709,36517.57927,0.570149,23.97797238
1554,Slovenia,2018,99.961,17.181,45702.0,73.825,530.2,70.55,980.6,67.075,450.425,0.846773,109.957683,45.061827,8.194536975,39.3512001,80823.475,39008.29705,0.567612,23.92746357
1555,Slovenia,2019,99.961,17.061,47050.0,74.15,532.15,71.275,982.525,68.15,450.375,0.893276,111.220721,45.579434,,28.96685219,89274.237,42735.10715,0.544192,39.71507149
1556,Slovenia,2020,,,48605.0,72.8,530.55,70.05,978.05,67.075,447.475,0.875506,112.078843,45.931102,,20.26528359,88387.674,42033.32408,0.532257,45.29742342
1557,Slovenia,2021,,,50466.68794,74.475,527.925,71.45,971.55,68.15,443.625,0.845494,115.169252,47.197584,,,98030.146,46509.82168,0.533293,33.92358148
1558,Slovenia,2022,,,47203.62743,76.2,536.5,73.125,986.125,69.8,449.625,0.949624,113.49593,46.51184,,,108307.037,51345.12014,0.52663,45.07234999
1559,Spain,1994,,,44019.56293,,8049.1,,12169.5,,4120.4,0.805104,85.641666,44.336274,,,616304.143,15539.11181,0.693093,
1560,Spain,1995,80.86,12.759,43146.0,,8187.6,,12461.1,,4273.4,0.749396,86.357948,44.707089,,,646578.329,16278.85996,0.712347,
1561,Spain,1996,,,43730.40933,,8349.662,,12811.55,,4461.887,0.761251,87.314344,45.202211,,,677084.577,16976.24069,0.722514,
1562,Spain,1997,,,43777.28642,,8606.67,,13286.45,,4679.782,0.879964,87.168296,45.126603,,,717405.707,17912.76336,0.723814,
1563,Spain,1998,,,44011.31714,,8967.395,,13837.87,,4870.476,0.897884,86.757607,44.913991,,,768127.558,19100.96726,0.723829,
1564,Spain,1999,,,43985.49917,69.275,9433.775,53.85,14689.83,38.45,5256.05,0.938283,86.451833,44.755693,,,805891.27,19962.79211,0.73921,
1565,Spain,2000,91.549,14.039,43029.08323,71.2,9821.125,56.275,15505.9,41.3,5684.775,1.082705,86.853672,44.963723,,,875738.4,21594.17179,0.739777,
1566,Spain,2001,,,42803.91035,72.475,10150.53,57.825,16146.28,43.125,5995.725,1.116533,86.992814,45.035756,,,937760.302,23003.46249,0.747518,
1567,Spain,2002,,,43018.46932,72.625,10407.8,58.925,16790.1,45.05,6382.3,1.057559,87.127687,45.105579,17.16196137,,1009753.34,24376.32871,0.742312,
1568,Spain,2003,,,42799.70425,73.2,10714.83,60.175,17475.6,46.925,6760.775,0.884048,87.38699,45.239819,,,1056695.32,25042.41006,0.759222,
1569,Spain,2004,,,42254.99489,73.6,10988.08,61.325,18142.25,48.825,7154.175,0.803922,87.667071,45.384816,,,1122166.072,26182.63474,0.765873,
1570,Spain,2005,83.222,12.668,42437.19741,75.1,11485.03,63.55,19206.93,51.775,7721.9,0.8038,88.009535,45.562108,,38.98350525,1205129.038,27600.93718,0.769508,
1571,Spain,2006,,,42235.0,76.05,11808.3,65.025,19938.85,53.75,8130.575,0.796433,88.524184,45.828539,13.53333333,37.54260635,1363886.819,30745.50949,0.736002,52.78457408
1572,Spain,2007,,,42692.0,76.125,12067.38,65.8,20579.82,55.225,8512.475,0.729672,89.502613,46.335067,,36.20564652,1468826.952,32470.30661,0.732244,47.6248929
1573,Spain,2008,,,44201.0,73.325,11805.17,64.475,20469.65,55.375,8664.5,0.679923,89.733039,46.454358,,31.65397835,1528583.756,33242.24543,0.725862,57.97604346
